Date,Day,Phase,ZT,Actual_time,Video_file,Frame,FS,FA,Total,Notes
27-Apr-19,1,Blasting,0,12:00,GH010195,120,8,6,14,
27-Apr-19,1,Blasting,0.5,12:30,GH010195,180,7,8,15,
27-Apr-19,1,Blasting,1,13:00,GH010195,240,7,7,14,
27-Apr-19,1,Blasting,1.5,13:30,GH010195,300,7,6,13,
27-Apr-19,1,Blasting,2,14:00,GH010195,360,10,9,19,
27-Apr-19,1,Blasting,2.5,14:30,GH010195,420,6,12,18,
27-Apr-19,1,Blasting,3,15:00,GH010195,480,9,9,18,
27-Apr-19,1,Blasting,3.5,15:30,GH010195,540,8,10,18,
27-Apr-19,1,Blasting,4,16:00,GH010195,600,10,10,20,
27-Apr-19,1,Blasting,4.5,16:30,GH010195,660,13,11,24,
27-Apr-19,1,Blasting,5,17:00,GH010195,720,11,19,30,
27-Apr-19,1,Blasting,5.5,17:30,GH010195,780,8,17,25,
27-Apr-19,1,Blasting,6,18:00,GH010195,840,8,17,25,
27-Apr-19,1,Blasting,6.5,18:30,GH010195,900,12,10,22,
27-Apr-19,1,Blasting,7,19:00,GH010195,960,8,14,22,
27-Apr-19,1,Blasting,7.5,19:30,GH010195,1020,11,20,31,
27-Apr-19,1,Blasting,8,20:00,GH010195,1080,10,20,30,
27-Apr-19,1,Blasting,8.5,20:30,GH010195,1140,9,32,41,
27-Apr-19,1,Blasting,9,21:00,GH010195,1200,10,23,33,
27-Apr-19,1,Blasting,9.5,21:30,GH010195,1260,11,22,33,
27-Apr-19,1,Blasting,10,22:00,GH010195,1320,12,22,34,
27-Apr-19,1,Blasting,10.5,22:30,GH010195,1380,17,18,35,
27-Apr-19,1,Blasting,11,23:00,GH010195,1440,14,19,33,
27-Apr-19,1,Blasting,11.5,23:30,GH010195,1500,16,23,39,
28-Apr-19,1,Blasting,12,0:00,GH010195,1560,17,20,37,
28-Apr-19,1,Blasting,12.5,0:30,GH010195,1620,14,25,39,
28-Apr-19,1,Blasting,13,1:00,GH010195,1680,17,25,42,
28-Apr-19,1,Blasting,13.5,1:30,GH010195,1740,14,26,40,
28-Apr-19,1,Blasting,14,2:00,GH010195,1800,12,36,48,
28-Apr-19,1,Blasting,14.5,2:30,GH010195,1860,12,40,52,
28-Apr-19,1,Blasting,15,3:00,GH010195,1920,12,35,47,
28-Apr-19,1,Blasting,15.5,3:30,GH010195,1980,24,29,53,
28-Apr-19,1,Blasting,16,4:00,GH010195,2040,15,37,52,
28-Apr-19,1,Blasting,16.5,4:30,GH010195,2100,21,33,54,
28-Apr-19,1,Blasting,17,5:00,GH010195,2160,12,41,53,
28-Apr-19,1,Blasting,17.5,5:30,GH010195,2220,16,44,60,
28-Apr-19,1,Blasting,18,6:00,GH010195,2280,13,51,64,
28-Apr-19,1,Blasting,18.5,6:30,GH010195,2340,15,35,50,
28-Apr-19,1,Blasting,19,7:00,GH010195,2400,18,33,51,
28-Apr-19,1,Blasting,19.5,7:30,GH010195,2460,13,41,54,
28-Apr-19,1,Blasting,20,8:00,GH010195,2520,29,23,52,
28-Apr-19,1,Blasting,20.5,8:30,GH010195,2580,22,36,58,
28-Apr-19,1,Blasting,21,9:00,GH010195,2640,24,37,61,
28-Apr-19,1,Blasting,21.5,9:30,GH010195,2700,12,43,55,
28-Apr-19,1,Blasting,22,10:00,GH010195,2760,35,22,57,
28-Apr-19,1,Blasting,22.5,10:30,GH010195,2820,27,36,63,
28-Apr-19,1,Blasting,23,11:00,GH010195,2880,0,73,73,
28-Apr-19,1,Blasting,23.5,11:30,GH010195,2940,24,52,76,
28-Apr-19,1,Blasting,24,12:00,GH010195,3000,,,,
28-Apr-19,2,Blasting,0,12:00,,,,,,
28-Apr-19,2,Blasting,1,13:00,,,,,,
28-Apr-19,2,Blasting,2,14:00,,,,,,
28-Apr-19,2,Blasting,3,15:00,,,,,,
28-Apr-19,2,Blasting,4,16:00,,,,,,
28-Apr-19,2,Blasting,5,17:00,,,,,,
28-Apr-19,2,Blasting,6,18:00,,,,,,
28-Apr-19,2,Blasting,7,19:00,,,,,,
28-Apr-19,2,Blasting,8,20:00,,,,,,
28-Apr-19,2,Blasting,9,21:00,,,,,,
28-Apr-19,2,Blasting,10,22:00,,,,,,
28-Apr-19,2,Blasting,11,23:00,,,,,,
29-Apr-19,2,Blasting,12,0:00,,,,,,
29-Apr-19,2,Blasting,12.5,0:30,,,,,,
29-Apr-19,2,Blasting,13,1:00,,,,,,
29-Apr-19,2,Blasting,13.5,1:30,,,,,,
29-Apr-19,2,Blasting,14,2:00,,,,,,
29-Apr-19,2,Blasting,14.5,2:30,,,,,,
29-Apr-19,2,Blasting,15,3:00,,,,,,
29-Apr-19,2,Blasting,15.5,3:30,,,,,,
29-Apr-19,2,Blasting,16,4:00,,,,,,
29-Apr-19,2,Blasting,16.5,4:30,,,,,,
29-Apr-19,2,Blasting,17,5:00,,,,,,
29-Apr-19,2,Blasting,17.5,5:30,,,,,,
29-Apr-19,2,Blasting,18,6:00,,,,,,
29-Apr-19,2,Blasting,18.5,6:30,,,,,,
29-Apr-19,2,Blasting,19,7:00,,,,,,
29-Apr-19,2,Blasting,19.5,7:30,,,,,,
29-Apr-19,2,Blasting,20,8:00,,,,,,
29-Apr-19,2,Blasting,20.5,8:30,,,,,,
29-Apr-19,2,Blasting,21,9:00,,,,,,
29-Apr-19,2,Blasting,21.5,9:30,,,,,,
29-Apr-19,2,Blasting,22,10:00,,,,,,
29-Apr-19,2,Blasting,22.5,10:30,,,,,,
29-Apr-19,2,Blasting,23,11:00,,,,,,
29-Apr-19,2,Blasting,23.5,11:30,,,,,,
29-Apr-19,2,Blasting,24,12:00,,,,,,
29-Apr-19,3,Blasting,0,12:00,,,,,,
29-Apr-19,3,Blasting,1,13:00,,,,,,
29-Apr-19,3,Blasting,2,14:00,,,,,,
29-Apr-19,3,Blasting,3,15:00,,,,,,
29-Apr-19,3,Blasting,4,16:00,,,,,,
29-Apr-19,3,Blasting,5,17:00,,,,,,
29-Apr-19,3,Blasting,6,18:00,,,,,,
29-Apr-19,3,Blasting,7,19:00,,,,,,
29-Apr-19,3,Blasting,8,20:00,,,,,,
29-Apr-19,3,Blasting,9,21:00,,,,,,
29-Apr-19,3,Blasting,10,22:00,,,,,,
29-Apr-19,3,Blasting,11,23:00,,,,,,
30-Apr-19,3,Blasting,12,0:00,,,,,,
30-Apr-19,3,Blasting,12.5,0:30,,,,,,
30-Apr-19,3,Blasting,13,1:00,,,,,,
30-Apr-19,3,Blasting,13.5,1:30,,,,,,
30-Apr-19,3,Blasting,14,2:00,,,,,,
30-Apr-19,3,Blasting,14.5,2:30,,,,,,
30-Apr-19,3,Blasting,15,3:00,,,,,,
30-Apr-19,3,Blasting,15.5,3:30,,,,,,
30-Apr-19,3,Blasting,16,4:00,,,,,,
30-Apr-19,3,Blasting,16.5,4:30,,,,,,
30-Apr-19,3,Blasting,17,5:00,,,,,,
30-Apr-19,3,Blasting,17.5,5:30,,,,,,
30-Apr-19,3,Blasting,18,6:00,,,,,,
30-Apr-19,3,Blasting,18.5,6:30,,,,,,
30-Apr-19,3,Blasting,19,7:00,,,,,,
30-Apr-19,3,Blasting,19.5,7:30,,,,,,
30-Apr-19,3,Blasting,20,8:00,,,,,,
30-Apr-19,3,Blasting,20.5,8:30,,,,,,
30-Apr-19,3,Blasting,21,9:00,,,,,,
30-Apr-19,3,Blasting,21.5,9:30,,,,,,
30-Apr-19,3,Blasting,22,10:00,,,,,,
30-Apr-19,3,Blasting,22.5,10:30,,,,,,
30-Apr-19,3,Blasting,23,11:00,,,,,,
30-Apr-19,3,Blasting,23.5,11:30,,,,,,
30-Apr-19,3,Blasting,24,12:00,,,,,,
30-Apr-19,4,Entrain-I,0,12:00,,,,,,
30-Apr-19,4,Entrain-I,1,13:00,,,,,,
30-Apr-19,4,Entrain-I,2,14:00,,,,,,
30-Apr-19,4,Entrain-I,3,15:00,GH010199,86,21,55,76,
30-Apr-19,4,Entrain-I,4,16:00,GH010199,206,21,73,94,
30-Apr-19,4,Entrain-I,5,17:00,GH010199,326,16,46,62,
30-Apr-19,4,Entrain-I,6,18:00,GH010199,446,10,61,71,
30-Apr-19,4,Entrain-I,7,19:00,GH010199,566,13,76,89,
30-Apr-19,4,Entrain-I,8,20:00,GH010199,686,19,65,84,
30-Apr-19,4,Entrain-I,9,21:00,GH010199,806,17,72,89,
30-Apr-19,4,Entrain-I,10,22:00,GH010199,926,12,71,83,
30-Apr-19,4,Entrain-I,11,23:00,GH010199,1046,16,67,83,
01-May-19,4,Entrain-I,12,0:00,GH010199,1166,11,67,78,
01-May-19,4,Entrain-I,12.5,0:30,GH010199,1226,7,69,76,
01-May-19,4,Entrain-I,13,1:00,GH010199,1286,13,77,90,
01-May-19,4,Entrain-I,13.5,1:30,GH010199,1346,14,89,103,
01-May-19,4,Entrain-I,14,2:00,GH010199,1406,7,121,128,
01-May-19,4,Entrain-I,14.5,2:30,GH010199,1466,10,98,108,
01-May-19,4,Entrain-I,15,3:00,GH010199,1526,8,118,126,
01-May-19,4,Entrain-I,15.5,3:30,GH010199,1586,17,117,134,
01-May-19,4,Entrain-I,16,4:00,GH010199,1646,10,104,114,
01-May-19,4,Entrain-I,16.5,4:30,GH010199,1706,17,107,124,
01-May-19,4,Entrain-I,17,5:00,GH010199,1766,12,101,113,
01-May-19,4,Entrain-I,17.5,5:30,GH010199,1826,14,96,110,
01-May-19,4,Entrain-I,18,6:00,GH010199,1886,9,95,104,
01-May-19,4,Entrain-I,18.5,6:30,GH010199,1946,11,94,105,
01-May-19,4,Entrain-I,19,7:00,GH010199,2006,7,96,103,
01-May-19,4,Entrain-I,19.5,7:30,GH010199,2066,9,92,101,
01-May-19,4,Entrain-I,20,8:00,GH010199,2126,9,94,103,
01-May-19,4,Entrain-I,20.5,8:30,GH010199,2186,10,81,91,
01-May-19,4,Entrain-I,21,9:00,GH010199,2246,15,82,97,
01-May-19,4,Entrain-I,21.5,9:30,GH010199,2306,8,72,80,
01-May-19,4,Entrain-I,22,10:00,GH010199,2366,6,68,74,
01-May-19,4,Entrain-I,22.5,10:30,GH010199,2426,5,69,74,
01-May-19,4,Entrain-I,23,11:00,GH010199,2486,7,71,78,
01-May-19,4,Entrain-I,23.5,11:30,GH010199,2546,10,80,90,
01-May-19,4,Entrain-I,24,12:00,GH010199,2606,9,79,88,
01-May-19,5,Entrain-I,0,12:00,GH010199,2606,9,79,88,
01-May-19,5,Entrain-I,1,13:00,GH010199,2726,11,40,51,
01-May-19,5,Entrain-I,2,14:00,GH010199,2846,5,54,59,
01-May-19,5,Entrain-I,3,15:00,GH010199,2966,12,52,64,
01-May-19,5,Entrain-I,4,16:00,GH010199,3086,8,59,67,
01-May-19,5,Entrain-I,5,17:00,GH010199,3206,12,70,82,
01-May-19,5,Entrain-I,6,18:00,GH010199,3326,15,56,71,
01-May-19,5,Entrain-I,7,19:00,GH010199,3446,17,51,68,
01-May-19,5,Entrain-I,8,20:00,GH010199,3566,12,60,72,
01-May-19,5,Entrain-I,9,21:00,GH010199,3686,12,73,85,
01-May-19,5,Entrain-I,10,22:00,GH010199,3806,14,66,80,
01-May-19,5,Entrain-I,11,23:00,GH010199,3926,8,74,82,
02-May-19,5,Entrain-I,12,0:00,GH010199,4047,5,67,72,
02-May-19,5,Entrain-I,12.5,0:30,GH010199,4107,7,112,119,
02-May-19,5,Entrain-I,13,1:00,GH010199,4167,9,119,128,
02-May-19,5,Entrain-I,13.5,1:30,GH010199,4227,3,133,136,
02-May-19,5,Entrain-I,14,2:00,GH010199,4287,3,106,109,
02-May-19,5,Entrain-I,14.5,2:30,GH010199,4347,2,121,123,
02-May-19,5,Entrain-I,15,3:00,GH010199,4407,2,90,92,
02-May-19,5,Entrain-I,15.5,3:30,GH010199,4467,7,94,101,
02-May-19,5,Entrain-I,16,4:00,GH010199,4527,5,94,99,
02-May-19,5,Entrain-I,16.5,4:30,GH010199,4587,5,87,92,
02-May-19,5,Entrain-I,17,5:00,GH010199,4647,3,82,85,
02-May-19,5,Entrain-I,17.5,5:30,GH010199,4707,5,80,85,
02-May-19,5,Entrain-I,18,6:00,GH010199,4767,4,92,96,
02-May-19,5,Entrain-I,18.5,6:30,GH010199,4827,2,85,87,
02-May-19,5,Entrain-I,19,7:00,GH010199,4887,3,86,89,
02-May-19,5,Entrain-I,19.5,7:30,GH010199,4947,2,98,100,
02-May-19,5,Entrain-I,20,8:00,GH010199,5007,2,111,113,
02-May-19,5,Entrain-I,20.5,8:30,GH010199,5067,4,106,110,
02-May-19,5,Entrain-I,21,9:00,GH010199,5127,2,98,100,
02-May-19,5,Entrain-I,21.5,9:30,GH010199,5187,5,96,101,
02-May-19,5,Entrain-I,22,10:00,GH010199,5247,4,101,105,
02-May-19,5,Entrain-I,22.5,10:30,GH010199,5307,5,96,101,
02-May-19,5,Entrain-I,23,11:00,GH010199,5367,5,93,98,
02-May-19,5,Entrain-I,23.5,11:30,GH010199,5427,1,90,91,
02-May-19,5,Entrain-I,24,12:00,GH010199,5487,7,59,66,
02-May-19,6,Entrain-I,0,12:00,GH010199,5487,7,59,66,
02-May-19,6,Entrain-I,1,13:00,GH010199,5607,7,26,33,
02-May-19,6,Entrain-I,2,14:00,GH010199,5727,3,40,43,
02-May-19,6,Entrain-I,3,15:00,GH010200,62,19,48,67,
02-May-19,6,Entrain-I,4,16:00,GH010200,182,7,53,60,
02-May-19,6,Entrain-I,5,17:00,GH010200,302,11,41,52,
02-May-19,6,Entrain-I,6,18:00,GH010200,422,6,57,63,
02-May-19,6,Entrain-I,7,19:00,GH010200,542,7,50,57,
02-May-19,6,Entrain-I,8,20:00,GH010200,662,8,62,70,
02-May-19,6,Entrain-I,9,21:00,GH010200,782,5,66,71,
02-May-19,6,Entrain-I,10,22:00,GH010200,902,5,68,73,
02-May-19,6,Entrain-I,11,23:00,GH010200,1022,2,64,66,
03-May-19,6,Entrain-I,12,0:00,GH010200,1142,2,80,82,
03-May-19,6,Entrain-I,12.5,0:30,GH010200,1202,4,98,102,
03-May-19,6,Entrain-I,13,1:00,GH010200,1262,8,107,115,
03-May-19,6,Entrain-I,13.5,1:30,GH010200,1322,6,104,110,
03-May-19,6,Entrain-I,14,2:00,GH010200,1382,8,98,106,
03-May-19,6,Entrain-I,14.5,2:30,GH010200,1442,4,91,95,
03-May-19,6,Entrain-I,15,3:00,GH010200,1502,4,77,81,
03-May-19,6,Entrain-I,15.5,3:30,GH010200,1562,1,93,94,
03-May-19,6,Entrain-I,16,4:00,GH010200,1622,8,91,99,
03-May-19,6,Entrain-I,16.5,4:30,GH010200,1682,3,90,93,
03-May-19,6,Entrain-I,17,5:00,GH010200,1742,5,87,92,
03-May-19,6,Entrain-I,17.5,5:30,GH010200,1802,4,94,98,
03-May-19,6,Entrain-I,18,6:00,GH010200,1862,5,96,101,
03-May-19,6,Entrain-I,18.5,6:30,GH010200,1922,5,105,110,
03-May-19,6,Entrain-I,19,7:00,GH010200,1982,7,114,121,
03-May-19,6,Entrain-I,19.5,7:30,GH010200,2042,3,118,121,
03-May-19,6,Entrain-I,20,8:00,GH010200,2102,5,109,114,
03-May-19,6,Entrain-I,20.5,8:30,GH010200,2162,2,113,115,
03-May-19,6,Entrain-I,21,9:00,GH010200,2222,2,115,117,
03-May-19,6,Entrain-I,21.5,9:30,GH010200,2282,2,104,106,
03-May-19,6,Entrain-I,22,10:00,GH010200,2342,3,117,120,
03-May-19,6,Entrain-I,22.5,10:30,GH010200,2402,2,113,115,
03-May-19,6,Entrain-I,23,11:00,GH010200,2462,4,99,103,
03-May-19,6,Entrain-I,23.5,11:30,GH010200,2522,3,78,81,
03-May-19,6,Entrain-I,24,12:00,GH010200,2582,3,71,74,
03-May-19,7,Entrain-I,0,12:00,GH010200,2582,3,71,74,
03-May-19,7,Entrain-I,1,13:00,GH010200,2702,5,24,29,
03-May-19,7,Entrain-I,2,14:00,GH010200,2822,3,28,31,
03-May-19,7,Entrain-I,3,15:00,GH010201,1,12,39,51,
03-May-19,7,Entrain-I,4,16:00,GH010201,116,12,30,42,
03-May-19,7,Entrain-I,5,17:00,GH010201,236,12,41,53,
03-May-19,7,Entrain-I,6,18:00,GH010201,356,9,41,50,
03-May-19,7,Entrain-I,7,19:00,GH010201,476,6,45,51,
03-May-19,7,Entrain-I,8,20:00,GH010201,596,10,38,48,
03-May-19,7,Entrain-I,9,21:00,GH010201,716,8,51,59,
03-May-19,7,Entrain-I,10,22:00,GH010201,836,7,53,60,
03-May-19,7,Entrain-I,11,23:00,GH010201,956,6,60,66,
04-May-19,7,Entrain-I,12,0:00,GH010201,1076,2,68,70,
04-May-19,7,Entrain-I,12.5,0:30,GH010201,1136,5,97,102,
04-May-19,7,Entrain-I,13,1:00,GH010201,1196,3,106,109,
04-May-19,7,Entrain-I,13.5,1:30,GH010201,1256,4,103,107,
04-May-19,7,Entrain-I,14,2:00,GH010201,1316,,,,
04-May-19,7,Entrain-I,14.5,2:30,GH010201,1376,,,,
04-May-19,7,Entrain-I,15,3:00,GH010201,1436,,,,
04-May-19,7,Entrain-I,15.5,3:30,GH010201,1496,,,,
04-May-19,7,Entrain-I,16,4:00,GH010201,1556,,,,
04-May-19,7,Entrain-I,16.5,4:30,GH010201,1616,,,,
04-May-19,7,Entrain-I,17,5:00,GH010201,1676,,,,
04-May-19,7,Entrain-I,17.5,5:30,GH010201,1736,,,,
04-May-19,7,Entrain-I,18,6:00,GH010201,1796,,,,
04-May-19,7,Entrain-I,18.5,6:30,GH010201,1856,,,,
04-May-19,7,Entrain-I,19,7:00,GH010201,1916,,,,
04-May-19,7,Entrain-I,19.5,7:30,GH010201,1976,,,,
04-May-19,7,Entrain-I,20,8:00,GH010201,2036,,,,
04-May-19,7,Entrain-I,20.5,8:30,GH010201,2096,,,,
04-May-19,7,Entrain-I,21,9:00,GH010201,2156,,,,
04-May-19,7,Entrain-I,21.5,9:30,GH010201,2216,,,,
04-May-19,7,Entrain-I,22,10:00,GH010201,2276,1,109,110,
04-May-19,7,Entrain-I,22.5,10:30,GH010201,2336,0,115,115,
04-May-19,7,Entrain-I,23,11:00,GH010201,2396,2,106,108,
04-May-19,7,Entrain-I,23.5,11:30,GH010201,2456,2,103,105,
04-May-19,7,Entrain-I,24,12:00,GH010201,2516,4,90,94,
04-May-19,8,Entrain-I,0,12:00,GH010201,2516,4,90,94,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,1,13:00,GH010201,2636,4,38,42,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,2,14:00,GH010201,2756,6,43,49,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,3,15:00,GH010201,2876,4,38,42,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,4,16:00,GH010201,2996,7,42,49,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,5,17:00,GH010201,3116,,,,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,6,18:00,GH010201,3236,,,,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,7,19:00,GH010201,3356,,,,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,8,20:00,GH010201,3476,,,,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,9,21:00,GH010201,3596,,,,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,10,22:00,GH010201,3716,,,,changed foraging arena; data not used for Figure 1
04-May-19,8,Entrain-I,11,23:00,GH010201,3836,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,12,0:00,GH010201,3956,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,12.5,0:30,GH010201,4016,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,13,1:00,GH010201,4076,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,13.5,1:30,GH010201,4136,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,14,2:00,GH010201,4196,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,14.5,2:30,GH010201,4256,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,15,3:00,GH010201,4316,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,15.5,3:30,GH010201,4376,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,16,4:00,GH010201,4436,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,16.5,4:30,GH010201,4496,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,17,5:00,GH010201,4556,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,17.5,5:30,GH010201,4616,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,18,6:00,GH010201,4676,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,18.5,6:30,GH010201,4736,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,19,7:00,GH010201,4796,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,19.5,7:30,GH010201,4856,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,20,8:00,GH010201,4916,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,20.5,8:30,GH010201,4976,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,21,9:00,GH010201,5036,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,21.5,9:30,GH010201,5096,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,22,10:00,GH010201,5156,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,22.5,10:30,GH010201,5216,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,23,11:00,GH010201,5276,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,23.5,11:30,GH010201,5336,,,,changed foraging arena; data not used for Figure 1
05-May-19,8,Entrain-I,24,12:00,GH010201,5396,,,,changed foraging arena; data not used for Figure 1
05-May-19,9,Entrain-I,0,12:00,GH010201,5396,,,,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,1,13:00,GH010201,5516,,,,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,2,14:00,GH010201,5636,,,,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,3,15:00,GH010202,34,15,30,45,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,4,16:00,GH010202,154,11,41,52,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,5,17:00,GH010202,274,11,45,56,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,6,18:00,GH010202,394,11,44,55,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,7,19:00,GH010202,514,7,35,42,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,8,20:00,GH010202,634,6,38,44,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,9,21:00,GH010202,754,7,42,49,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,10,22:00,GH010202,874,8,37,45,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
05-May-19,9,Entrain-I,11,23:00,GH010202,994,6,41,47,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
06-May-19,9,Entrain-I,12,0:00,GH010202,1114,4,44,48,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
06-May-19,9,Entrain-I,12.5,0:30,GH010202,1174,9,71,80,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
06-May-19,9,Entrain-I,13,1:00,GH010202,1234,4,100,104,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
06-May-19,9,Entrain-I,13.5,1:30,GH010202,1294,5,121,126,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
06-May-19,9,Entrain-I,14,2:00,GH010202,1354,11,109,120,allowed colony to recover for a day before mark-and-recapture; data not used for Figure 1
